0,1,0.0%
,,#DIV/0!
0,3,0.0%
2,28,7.1%
4,119,3.4%
23,372,6.2%
4,137,2.9%
0,17,0.0%
0,155,0.0%
3,355,0.8%
1,27,3.7%
0,28,0.0%
0,23,0.0%
1,17,5.9%
0,135,0.0%
0,8,0.0%
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
0,15,0.0%
,,#DIV/0!
0,27,0.0%
,,#DIV/0!
,,#DIV/0!
1,57,1.8%
0,44,0.0%
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
1,63,1.6%
,,#DIV/0!
4,35,11.4%
0,1,0.0%
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
44,1667,2.6%
