3,14,21.4%
5,83,6.0%
3,19,15.8%
,,#DIV/0!
,,#DIV/0!
9,78,11.5%
19,287,6.6%
9,214,4.2%
4,62,6.5%
4,85,4.7%
,,#DIV/0!
1,48,2.1%
0,113,0.0%
1,20,5.0%
,,#DIV/0!
,,#DIV/0!
2,76,2.6%
0,21,0.0%
17,183,9.3%
8,102,7.8%
,,#DIV/0!
4,28,14.3%
8,85,9.4%
2,22,9.1%
3,83,3.6%
0,29,0.0%
0,25,0.0%
,,#DIV/0!
45,330,13.6%
,,#DIV/0!
,,#DIV/0!
0,24,0.0%
0,15,0.0%
1,6,16.7%
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
