0,3,0.0%
8,123,6.5%
1,12,8.3%
,,#DIV/0!
,,#DIV/0!
16,171,9.4%
30,419,7.2%
9,212,4.2%
4,37,10.8%
,,#DIV/0!
,,#DIV/0!
0,5,0.0%
6,119,5.0%
3,29,10.3%
,,#DIV/0!
0,10,0.0%
5,43,11.6%
1,14,7.1%
0,11,0.0%
2,30,6.7%
,,#DIV/0!
16,240,6.7%
7,93,7.5%
0,47,0.0%
,,#DIV/0!
0,9,0.0%
0,11,0.0%
0,4,0.0%
32,253,12.6%
,,#DIV/0!
,,#DIV/0!
1,29,3.4%
0,1,0.0%
3,18,16.7%
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
