1,10,10.0%
4,47,8.5%
1,17,5.9%
0,14,0.0%
,,#DIV/0!
10,78,12.8%
20,289,6.9%
13,257,5.1%
0,42,0.0%
5,203,2.5%
,,#DIV/0!
0,1,0.0%
2,43,4.7%
0,3,0.0%
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
6,86,7.0%
,,#DIV/0!
9,130,6.9%
,,#DIV/0!
,,#DIV/0!
16,262,6.1%
6,229,2.6%
,,#DIV/0!
0,41,0.0%
3,4,75.0%
0,29,0.0%
2,21,9.5%
,,#DIV/0!
15,100,15.0%
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
4,34,11.8%
5,41,12.2%
4,40,10.0%
1,28,3.6%
,,#DIV/0!
,,#DIV/0!
