0,1,0.0%
,,#DIV/0!
2,31,6.5%
0,14,0.0%
17,259,6.6%
10,188,5.3%
1,110,0.9%
,,#DIV/0!
2,129,1.6%
0,109,0.0%
1,142,0.7%
4,45,8.9%
,,#DIV/0!
1,235,0.4%
0,128,0.0%
0,12,0.0%
4,191,2.1%
,,#DIV/0!
,,#DIV/0!
0,7,0.0%
,,#DIV/0!
0,18,0.0%
,,#DIV/0!
,,#DIV/0!
0,55,0.0%
0,18,0.0%
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
0,12,0.0%
0,2,0.0%
0,6,0.0%
,,#DIV/0!
,,#DIV/0!
0,1,0.0%
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
42,1713,2.5%
