0,14,0.0%
,,#DIV/0!
2,29,6.9%
1,62,1.6%
0,2,0.0%
13,136,9.6%
27,239,11.3%
,,#DIV/0!
6,84,7.1%
1,100,1.0%
0,17,0.0%
1,21,4.8%
4,186,2.2%
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
,,#DIV/0!
0,4,0.0%
2,20,10.0%
11,189,5.8%
6,124,4.8%
,,#DIV/0!
9,166,5.4%
4,72,5.6%
0,143,0.0%
0,27,0.0%
1,50,2.0%
3,36,8.3%
2,39,5.1%
,,#DIV/0!
15,116,12.9%
,,
,,
,,#DIV/0!
0,3,0.0%
0,9,0.0%
2,27,7.4%
0,1,0.0%
0,1,0.0%
,,#DIV/0!
